"Crop Year","Grain Week","Week Ending Date","worksheet","metric","period","grain","grade","Region","Ktonnes"
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Lentils",,"Western Container",0.4
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Lentils",,"Eastern Container",0.7
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Lentils",,"Export Destinations",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Chick Peas",,"Canadian Domestic",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Chick Peas",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Chick Peas",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Chick Peas",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Chick Peas",,"Thunder Bay",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Chick Peas",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Chick Peas",,"Western Container",0.1
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Chick Peas",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Ab-Shipment Distribution","Current Week","Chick Peas",,"Export Destinations",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Wheat",,"Canadian Domestic",17.3
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Wheat",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Wheat",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Wheat",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Wheat",,"Thunder Bay",301.1
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Wheat",,"Eastern Terminals",20.1
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Wheat",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Wheat",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Wheat",,"Export Destinations",33.4
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Amber Durum",,"Canadian Domestic",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Amber Durum",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Amber Durum",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Amber Durum",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Amber Durum",,"Thunder Bay",0.2
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Amber Durum",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Amber Durum",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Amber Durum",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Amber Durum",,"Export Destinations",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Oats",,"Canadian Domestic",5.8
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Oats",,"Process Elevators",0.2
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Oats",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Oats",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Oats",,"Thunder Bay",3.4
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Oats",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Oats",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Oats",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Oats",,"Export Destinations",23.3
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Barley",,"Canadian Domestic",7.3
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Barley",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Barley",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Barley",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Barley",,"Thunder Bay",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Barley",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Barley",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Barley",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Barley",,"Export Destinations",2.1
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Rye",,"Canadian Domestic",0.7
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Rye",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Rye",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Rye",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Rye",,"Thunder Bay",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Rye",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Rye",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Rye",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Rye",,"Export Destinations",1.5
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Flaxseed",,"Canadian Domestic",0.2
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Flaxseed",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Flaxseed",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Flaxseed",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Flaxseed",,"Thunder Bay",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Flaxseed",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Flaxseed",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Flaxseed",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Flaxseed",,"Export Destinations",0.5
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canola",,"Canadian Domestic",33.7
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canola",,"Process Elevators",23.2
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canola",,"Pacific",1.4
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canola",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canola",,"Thunder Bay",16.6
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canola",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canola",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canola",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canola",,"Export Destinations",14.8
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Soybeans",,"Canadian Domestic",1.2
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Soybeans",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Soybeans",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Soybeans",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Soybeans",,"Thunder Bay",0.7
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Soybeans",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Soybeans",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Soybeans",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Soybeans",,"Export Destinations",6.4
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Peas",,"Canadian Domestic",0.5
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Peas",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Peas",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Peas",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Peas",,"Thunder Bay",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Peas",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Peas",,"Western Container",0.2
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Peas",,"Eastern Container",0.1
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Peas",,"Export Destinations",0.5
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Corn",,"Canadian Domestic",6.3
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Corn",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Corn",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Corn",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Corn",,"Thunder Bay",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Corn",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Corn",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Corn",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Corn",,"Export Destinations",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canaryseed",,"Canadian Domestic",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canaryseed",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canaryseed",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canaryseed",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canaryseed",,"Thunder Bay",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canaryseed",,"Eastern Terminals",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canaryseed",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canaryseed",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Canaryseed",,"Export Destinations",0.1
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Mustard Seed",,"Canadian Domestic",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Mustard Seed",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Mustard Seed",,"Pacific",0.2
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Mustard Seed",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Mustard Seed",,"Thunder Bay",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Mustard Seed",,"Eastern Terminals",0.1
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Mustard Seed",,"Western Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Mustard Seed",,"Eastern Container",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Mustard Seed",,"Export Destinations",0.7
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Beans",,"Canadian Domestic",0.6
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Beans",,"Process Elevators",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Beans",,"Pacific",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Beans",,"Churchill",0
"2026-2027",3,"23/08/2026","Primary Shipment Distribution","Mb-Shipment Distribution","Crop Year","Beans",,"Thunder Bay",0
